"Inst_blank_0312_neg: 100 scans, H1=0.1, H2=0.5, TOF=0.0009, Q1=250, Ex Amp=8.75, neb=0.5 ",,,,,
1650,497.348781,1265758,8,317156,
1651,497.385039,1293661,8.2,178999,
1652,497.396207,948317,5.7,373593,
1653,497.411311,1131868,7,354852,
1654,497.42158,1650524,10.7,348307,
1655,498.42486,590266,3.2,344891,
1656,498.962111,614312,3.3,390719,
1657,499.115046,1311523,8.3,402126,
1658,499.295037,1206557,7.6,335662,
1659,499.306937,829981,4.9,429062,
1660,499.32795,1789212,11.7,328421,
1661,499.364329,12814619,90.4,328684,
1662,499.400899,794905,4.6,386726,
1663,500.367725,3609848,24.7,317782,
1664,500.772316,4887786,33.8,316541,
1665,500.80314,649961,3.6,245245,
1666,501.036924,584929,3.1,181955,
1667,501.04348,8747233,61.4,324975,
1668,501.134658,4386014,30.3,324406,
1669,501.192221,1292507,8.2,340780,
1670,501.291925,5589208,38.8,330920,
1671,501.322318,613847,3.3,505882,
1672,501.354292,691414,3.9,170593,
1673,501.467962,1212626,7.6,327803,
1674,502.046839,2359485,15.8,337702,
1675,502.138066,1424570,9.1,331974,
1676,502.295176,1116341,6.9,288403,
1677,502.768186,731300,4.2,218498,
1678,503.039214,646682,3.6,187866,
1679,503.088764,1343640,8.5,360713,
1680,503.128494,1608855,10.4,322240,
1681,503.13049,2242711,15,350067,
1682,503.165153,760725,4.4,380877,
1683,503.265207,663954,3.7,388040,
1684,503.333331,983183,6,329093,
1685,503.369836,1100942,6.9,395967,
1686,503.408372,724621,4.2,374756,
1687,503.48348,1304202,8.3,341865,
1688,504.133989,750451,4.4,344534,
1689,504.486938,648550,3.6,370904,
1690,505.144504,2491470,16.9,316826,
1691,505.180916,1559117,10.2,361232,
1692,505.424163,2745924,18.7,317897,
1693,505.499363,1872449,12.4,310747,
1694,506.427404,903711,5.5,367791,
1695,506.502592,780828,4.6,372819,
1696,506.844306,683663,3.9,370389,
1697,507.198935,716802,4.1,396919,
1698,507.333171,692477,3.9,439979,
1699,507.369527,805372,4.8,130934,
1700,507.442203,1622521,10.6,359203,
1701,507.514992,2640887,18,312406,
1702,508.518532,746705,4.3,439988,
1703,508.973942,1153473,7.3,306903,
1704,509.081064,612413,3.4,399855,
1705,509.178146,647353,3.6,394247,
1706,509.219569,686007,3.9,421555,
1707,509.312869,634420,3.5,290680,
1708,509.385118,1089713,6.8,393696,
1709,509.42145,1285296,8.2,311541,
1710,509.457842,6035375,42.4,312464,
1711,510.461272,2054537,13.8,335970,
1712,510.784821,2132861,14.3,343139,
1713,511.064446,2000755,13.4,315783,
1714,511.115,612977,3.4,431764,
1715,511.144486,669552,3.8,408579,
1716,511.151468,700911,4,352002,
1717,511.364421,1375591,8.9,323140,
1718,511.400687,1663334,10.9,360076,
1719,511.4372,1167973,7.4,357322,
1720,512.395944,741697,4.3,436599,
1721,513.130608,655525,3.7,278948,
1722,513.310724,1886495,12.5,321191,
1723,513.343587,1745693,11.5,326432,
1724,513.379996,2521372,17.1,331506,
1725,513.395215,2466588,16.7,313100,
1726,514.346731,623736,3.4,335377,
1727,514.383477,767223,4.5,342196,
1728,514.398592,821750,4.9,326131,
1729,514.900813,646372,3.6,425895,
1730,514.929866,1599714,10.5,297318,
1731,515.063226,563421,3,352753,
1732,515.286342,578133,3.1,376215,
1733,515.374567,1432786,9.3,337060,
1734,515.410811,910545,5.5,356820,
1735,516.089049,587448,3.2,439932,
1736,516.590769,591013,3.2,399047,
1737,517.030684,638357,3.6,375232,
1738,517.104338,1301138,8.3,308099,
1739,517.12941,618385,3.4,365280,
1740,517.142008,1005201,6.2,410028,
1741,517.202432,3667599,25.4,341709,
1742,517.232714,639757,3.6,371417,
1743,517.351636,698761,4,397873,
1744,517.385353,576008,3.1,376887,
1745,518.205877,1499242,9.8,378813,
1746,518.841883,959571,5.9,348448,
1747,519.160407,642887,3.6,424047,
1748,519.333491,590657,3.2,336303,
1749,519.36945,3078720,21.1,341273,
1750,519.439936,1505853,9.8,303810,
1751,519.514981,616763,3.4,416119,
1752,520.372853,1224220,7.8,379502,
1753,520.398744,988187,6.1,399296,
1754,520.971307,1225735,7.8,380097,
1755,521.135792,560449,3,267997,
1756,521.457724,770806,4.5,378717,
1757,521.530472,653683,3.7,358993,
1758,522.131191,1374686,8.9,357717,
1759,522.754267,6870473,48.6,338744,
1760,522.78254,1823688,12.1,342384,
1761,523.133829,600251,3.3,286939,
1762,523.327894,589621,3.2,378119,
1763,523.364384,704948,4,365596,
1764,523.400415,757170,4.4,287606,
1765,523.43715,1163825,7.4,237136,
1766,523.465672,626096,3.5,389196,
1767,523.473601,3057072,21,308396,
1768,523.479812,670128,3.8,344855,
1769,523.511538,613422,3.4,140013,
1770,524.338741,617234,3.4,360572,
1771,524.476858,1058702,6.6,374416,
1772,524.750363,985989,6.1,303235,
1773,525.080265,1406330,9.1,368810,
1774,525.343428,604785,3.3,445857,
1775,525.380149,1898352,12.7,318634,
1776,525.416468,967279,5.9,187222,
1777,525.452853,1063789,6.6,371939,
1778,526.039051,2346842,15.9,327076,
1779,526.41184,599118,3.3,406985,
1780,526.419677,576846,3.1,384319,
1781,527.32303,920113,5.6,342424,
1782,527.359221,1300272,8.3,174278,
1783,527.395681,4503855,31.5,318996,
1784,527.432236,577581,3.1,449497,
1785,528.084061,569625,3.1,460324,
1786,528.399121,1295119,8.3,334765,
1787,528.834035,651522,3.7,386029,
1788,528.945385,16426238,117.5,314046,
1789,528.97291,606717,3.3,421992,
1790,529.125908,649209,3.6,387274,
1791,529.305499,1596147,10.5,301481,
1792,529.390243,3473649,24,314407,
1793,529.94504,4705504,32.9,310340,
1794,529.948969,1296096,8.3,341738,
1795,530.393649,1317075,8.5,342888,
1796,530.942279,3339459,23.1,295160,
1797,531.160092,1062076,6.6,362035,
1798,531.213979,592955,3.2,324408,
1799,531.36959,568502,3.1,387889,
1800,531.439716,1465012,9.5,300547,
1801,531.514892,861618,5.2,412137,
1802,531.94186,985510,6.1,362736,
1803,532.442585,611736,3.4,271526,
1804,533.139495,600580,3.3,345714,
1805,533.175958,1456771,9.5,307193,
1806,533.188911,1524355,10,350449,
1807,533.385198,575101,3.1,407393,
1808,533.455451,4864124,34.1,302710,
1809,533.530629,1071226,6.7,299728,
1810,534.458931,1784928,11.8,263456,
1811,534.790396,1691736,11.2,291223,
1812,535.115208,1078095,6.7,339907,
1813,535.327846,575050,3.1,400660,
1814,535.364457,584009,3.2,416656,
1815,535.473464,912198,5.5,279130,
1816,535.521178,3662917,25.4,303006,
1817,535.546115,1055812,6.6,364289,
1818,536.146718,591093,3.2,228257,
1819,536.505449,664876,3.8,350312,
1820,536.524479,1890347,12.6,321642,
1821,536.854724,1041187,6.5,286032,
1822,537.08006,1244189,7.9,340254,
1823,537.452281,651540,3.7,233517,
1824,537.489197,3010579,20.7,313992,
1825,538.083786,917765,5.6,380088,
1826,538.448017,966652,5.9,331424,
1827,538.492501,1104891,6.9,326342,
1828,538.728408,815606,4.9,308082,
1829,538.780408,578036,3.1,255449,
1830,539.095851,9257965,65.9,299277,
1831,539.395771,714726,4.1,372075,
1832,539.432331,854757,5.1,194730,
1833,539.468271,608741,3.4,347071,
1834,540.09926,1678294,11.1,308770,
1835,540.427264,1443023,9.4,263535,
1836,541.091623,627136,3.5,403974,
1837,541.338578,2094011,14.1,335379,
1838,541.374812,1990586,13.4,287448,
1839,541.411334,1424313,9.3,276934,
1840,541.426819,815801,4.9,327901,
1841,542.341983,727462,4.2,355394,
1842,543.120927,715798,4.1,241771,
1843,543.317985,719762,4.2,337978,
1844,543.326249,566290,3.1,348294,
1845,543.406059,654224,3.7,400438,
1846,544.736148,25146230,180.8,298322,
1847,544.745335,579190,3.1,254091,
1848,545.136844,1100143,6.9,310158,
1849,545.318316,3404652,23.6,291583,
1850,545.38533,1038442,6.5,362835,
1851,545.455448,798825,4.7,379980,
1852,545.735653,807268,4.8,321200,
1853,546.321463,1160025,7.3,369640,
1854,546.388684,614232,3.4,348847,
1855,546.732,3790674,26.4,284608,
1856,546.740716,619570,3.4,224014,
1857,547.078835,825676,4.9,364300,
1858,547.088204,568140,3.1,365142,
1859,547.212953,847178,5.1,309843,
1860,547.400872,660167,3.7,313718,
1861,547.471275,1419078,9.2,311106,
1862,547.546216,633156,3.5,298805,
1863,548.020904,1261885,8.1,314308,
1864,548.430003,683318,3.9,310452,
1865,549.344118,581415,3.2,347384,
1866,549.453294,693286,4,285869,
1867,550.777628,772882,4.5,256569,
1868,551.057221,629390,3.5,339177,
1869,551.358854,1001482,6.2,198180,
1870,551.468586,845065,5.1,163379,
1871,551.504791,1748232,11.6,283536,
1872,552.362731,675325,3.8,360080,
1873,552.500074,1376507,8.9,346018,
1874,552.508482,695163,4,296968,
1875,553.111359,870131,5.3,381478,
1876,553.44772,1223919,7.8,325650,
1877,553.484173,1203695,7.7,314871,
1878,554.442998,1165027,7.4,146590,
1879,555.140962,766172,4.5,160615,
1880,555.167793,1014235,6.3,330177,
1881,555.317962,965082,5.9,274649,
1882,555.354319,2302681,15.6,301648,
1883,555.39061,1129433,7.1,270927,
1884,555.405729,838361,5,376401,
1885,555.426992,1517785,9.9,318278,
1886,555.442333,1168088,7.4,328613,
1887,556.430186,786894,4.6,294834,
1888,556.772365,981707,6.1,280590,
1889,557.156974,823623,4.9,260781,
1890,557.333369,1000902,6.2,216523,
1891,557.337042,927174,5.7,324187,
1892,557.370189,632518,3.5,380945,
1893,557.421578,1496773,9.8,329059,
1894,559.471328,2014388,13.6,333527,
1895,560.473774,561581,3,205423,
1896,560.710166,1628332,10.8,323675,
1897,560.880545,735659,4.3,345020,
1898,561.094296,1820330,12.2,322170,
1899,561.486755,3893927,27.2,292445,
1900,561.561826,735911,4.3,346723,
1901,562.097514,671396,3.8,350041,
1902,562.490039,1459362,9.5,342334,
1903,563.261765,670494,3.8,329813,
1904,563.504798,652317,3.7,298623,
1905,563.552482,5350045,37.7,291442,
1906,563.57721,571293,3.1,276201,
1907,564.555888,1696410,11.3,267832,
1908,565.111694,1637528,10.8,319295,
1909,565.484051,802967,4.8,309219,
1910,565.520637,1538711,10.1,288733,
1911,565.559415,561943,3,317923,
1912,566.515819,561557,3,394486,
1913,566.523994,858261,5.2,372624,
1914,567.127219,4128404,28.9,300530,
1915,567.463273,826388,4.9,263038,
1916,568.13041,814995,4.9,157549,
1917,568.45861,2620051,17.9,291000,
1918,569.156922,1821844,12.2,296585,
1919,569.333579,1248916,8,341672,
1920,569.369929,2392212,16.3,274594,
1921,569.406127,2004116,13.5,301285,
1922,569.421716,567956,3.1,396613,
1923,569.442733,1481364,9.7,301692,
1924,569.461941,790420,4.7,319361,
1925,570.160119,731797,4.3,348101,
1926,570.373143,803989,4.8,276864,
1927,571.172458,1488534,9.7,322006,
1928,571.312724,792471,4.7,331713,
1929,571.348892,1279127,8.2,287392,
1930,571.385683,571031,3.1,331733,
1931,571.398513,1036183,6.5,272753,
1932,571.43716,1660055,11,289302,
1933,571.49801,1161367,7.4,335529,
1934,572.175876,591001,3.2,331538,
1935,572.441032,570906,3.1,300531,
1936,573.331854,1230493,7.9,315193,
1937,573.447944,559902,3,261384,
1938,574.403211,605346,3.3,289942,
1939,574.896336,769957,4.5,300620,
1940,574.98721,1442981,9.4,299783,
1941,575.502087,706856,4.1,295947,
1942,575.577192,646313,3.6,227577,
1943,575.986929,858539,5.2,361019,
1944,576.847135,976561,6,292717,
1945,577.038862,790450,4.7,310983,
1946,577.072845,641715,3.6,301638,
1947,577.166133,1588403,10.5,270759,
1948,577.215127,1505972,9.9,249756,
1949,577.2772,1360052,8.8,325677,
1950,577.411624,862389,5.2,280896,
1951,577.424222,859061,5.2,316056,
1952,577.483988,695222,4,387252,
1953,578.169493,665275,3.8,309504,
1954,578.427572,631485,3.5,337646,
1955,579.088444,2510019,17.2,290275,
1956,579.1049,931267,5.7,335067,
1957,579.463025,637383,3.6,317318,
1958,579.49942,832199,5,317026,
1959,579.536034,1576135,10.4,317011,
1960,581.442648,622171,3.5,309550,
1961,581.479034,1080027,6.8,344445,
1962,581.51575,560092,3,372067,
1963,581.526625,736988,4.3,323668,
1964,582.474268,1637607,10.9,311887,
1965,582.482544,648423,3.7,358262,
1966,582.917624,1450732,9.5,284710,
1967,583.064728,672238,3.8,158754,
1968,583.349465,620529,3.5,315668,
1969,583.385523,2155762,14.6,270242,
1970,583.401092,589042,3.2,391227,
1971,583.421913,1407730,9.2,312293,
1972,583.458238,1434867,9.4,296162,
1973,584.167975,800252,4.8,331714,
1974,584.388734,774143,4.6,339206,
1975,584.453251,566016,3.1,148066,
1976,584.728828,2456324,16.8,310931,
1977,585.328451,943884,5.8,356100,
1978,585.343357,575757,3.1,371868,
1979,585.364773,1900301,12.8,284165,
1980,585.401114,808205,4.8,361673,
1981,585.416569,819982,4.9,250066,
1982,586.419462,556701,3,282079,
1983,586.724756,585761,3.2,363951,
1984,586.978379,568229,3.1,217740,
1985,587.167369,833321,5,257049,
1986,587.43218,774957,4.6,312245,
1987,587.463942,560045,3,151656,
1988,587.502444,691246,4,329520,
1989,588.912187,4575046,32.3,272079,
1990,589.344443,2210126,15,284590,
1991,589.517994,1332561,8.7,292002,
1992,589.911711,1816408,12.2,277690,
1993,590.347885,813920,4.9,330290,
1994,590.451115,571618,3.1,278215,
1995,590.909317,952171,5.9,267974,
1996,591.292522,643955,3.6,310546,
1997,591.583938,2962296,20.5,275626,
1998,592.587324,1238669,8,253876,
1999,593.161016,2592665,17.8,292793,
2000,593.551847,671138,3.8,274467,
2001,594.164358,811439,4.9,320972,
2002,595.494717,656590,3.7,274219,
2003,595.506047,1720782,11.5,268760,
2004,596.489983,4369382,30.8,278637,
2005,596.509452,774118,4.6,251008,
2006,596.933307,568816,3.1,330657,
2007,597.401183,2431484,16.7,269513,
2008,597.417241,622845,3.5,310803,
2009,597.437915,1059325,6.7,149062,
2010,597.452366,641534,3.6,333235,
2011,597.474067,984318,6.1,312854,
2012,597.493418,1587199,10.5,262951,
2013,598.271903,619027,3.5,142560,
2014,598.322698,589460,3.2,167449,
2015,598.36121,597013,3.3,352974,
2016,598.404738,901398,5.5,304446,
2017,598.43815,559511,3,281154,
2018,598.911879,597156,3.3,131811,
2019,599.380619,1400880,9.1,335749,
2020,599.417097,588081,3.2,268076,
2021,599.529465,1082676,6.9,251907,
2022,601.182848,1018466,6.4,305947,
2023,601.363423,563816,3.1,360613,
2024,601.426613,1276009,8.3,300446,
2025,601.526157,653036,3.7,297536,
2026,602.363773,656645,3.8,273949,
2027,602.429644,727431,4.3,316108,
2028,602.694838,1241743,8,308077,
2029,603.42704,564388,3.1,387360,
2030,604.100774,597945,3.3,133381,
2031,605.308679,667870,3.8,348278,
2032,605.458162,853475,5.2,270792,
2033,605.515737,604645,3.4,271073,
2034,607.083483,1211671,7.8,287027,
2035,607.119781,1187608,7.6,254574,
2036,607.567489,1072423,6.8,308218,
2037,609.437745,626789,3.5,290256,
2038,609.510398,1289063,8.4,276296,
2039,609.557987,931433,5.8,256939,
2040,610.513452,557961,3,239852,
2041,611.380268,643238,3.7,280343,
2042,611.416964,1583016,10.5,272929,
2043,611.453236,1466281,9.7,264260,
2044,611.489588,825386,5,246788,
2045,611.500858,714154,4.2,342188,
2046,612.457018,678859,3.9,315471,
2047,612.484914,1253068,8.1,264704,
2048,612.723586,1094356,7,230977,
2049,613.123873,597858,3.3,323400,
2050,613.173315,560868,3.1,355312,
2051,613.396117,1254380,8.1,288065,
2052,613.431947,659181,3.8,302665,
2053,613.447766,579565,3.2,260638,
2054,613.488212,616175,3.5,334731,
2055,614.399501,692238,4,362722,
2056,616.063653,1062985,6.7,252544,
2057,616.365722,570195,3.1,276030,
2058,619.081204,825778,5,270558,
2059,620.721895,931052,5.8,337830,
2060,621.241578,1341694,8.8,250116,
2061,621.583194,911626,5.6,299526,
2062,622.910118,724024,4.2,273683,
2063,623.244441,826691,5,286629,
2064,623.453069,687434,4,195325,
2065,623.52581,578893,3.2,328955,
2066,624.247477,709221,4.2,288995,
2067,624.529177,557167,3,243388,
2068,624.721353,1084790,6.9,309399,
2069,625.432762,1278862,8.4,269655,
2070,625.469197,1561487,10.5,206948,
2071,625.480607,665615,3.8,259478,
2072,626.435527,737455,4.4,316742,
2073,626.472304,1039280,6.6,261048,
2074,627.411731,996815,6.3,289462,
2075,627.447952,573649,3.2,320109,
2076,627.475832,578002,3.2,194108,
2077,627.56061,718548,4.2,293791,
2078,628.58015,566262,3.1,288320,
2079,630.079571,1785381,12.1,272035,
2080,631.082872,780869,4.7,288744,
2081,631.482856,767441,4.6,205828,
2082,633.37074,1379978,9.1,274674,
2083,634.863802,784821,4.7,279907,
2084,634.954038,1456823,9.7,286834,
2085,635.114674,650684,3.7,276922,
2086,635.525295,552711,3,191873,
2087,635.862731,557776,3,140456,
2088,636.593866,598756,3.3,310695,
2089,637.468963,589307,3.3,365509,
2090,637.504963,640124,3.7,244922,
2091,637.541871,1117949,7.2,270802,
2092,637.589648,585214,3.2,350708,
2093,638.544857,677655,3.9,298671,
2094,639.448165,1538861,10.3,227207,
2095,639.484521,3107118,21.9,257496,
2096,639.520915,921646,5.7,274449,
2097,640.488095,1334597,8.8,267613,
2098,640.523824,639430,3.6,276849,
2099,641.42786,632154,3.6,245216,
2100,641.464335,998747,6.3,253181,
2101,642.703195,802933,4.9,137185,
2102,642.993409,560891,3.1,287350,
2103,648.354355,562005,3.1,282298,
2104,648.816979,557659,3,285430,
2105,648.879011,2113499,14.5,240095,
2106,649.878615,859623,5.3,284581,
2107,653.111247,562434,3.1,291993,
2108,653.463705,2294276,16,256823,
2109,653.50018,3881476,27.8,247403,
2110,654.466951,909320,5.7,202845,
2111,654.50352,1885704,13,232557,
2112,655.443373,918794,5.8,286068,
2113,655.47904,555146,3,185674,
2114,663.520719,574170,3.2,370503,
2115,664.464202,577356,3.2,271673,
2116,664.625083,829385,5.1,221378,
2117,664.685723,1342920,8.9,246470,
2118,665.267654,941502,5.9,289000,
2119,665.500576,720314,4.3,252649,
2120,665.573357,745656,4.5,302536,
2121,667.479292,925329,5.8,251915,
2122,667.516106,5718416,41.5,233300,
2123,668.519425,2115959,14.7,261162,
2124,669.459071,1433950,9.6,240419,
2125,677.396917,585279,3.3,304865,
2126,679.479574,623329,3.6,359778,
2127,680.424707,592180,3.4,237364,
2128,681.027084,1243543,8.3,261772,
2129,681.495181,940160,6,248220,
2130,681.531612,5836670,42.8,242699,
2131,681.623856,549242,3,279700,
2132,682.498454,653902,3.8,307231,
2133,682.535028,1992012,13.9,233582,
2134,682.635598,597063,3.4,305994,
2135,683.475145,827932,5.1,281791,
2136,683.757892,548749,3,276483,
2137,686.667719,3032691,21.7,245785,
2138,688.663826,911877,5.8,270842,
2139,693.531528,761330,4.6,226327,
2140,694.672482,550833,3.1,292305,
2141,694.920871,1222307,8.1,247572,
2142,695.547207,4227199,30.7,205977,
2143,696.550689,1880134,13.1,246938,
2144,697.9261,574072,3.2,241664,
2145,697.936848,560375,3.1,110957,
2146,697.953285,679158,4,196759,
2147,697.965272,608502,3.5,111609,
2148,697.985217,583541,3.3,204178,
2149,698.582506,560723,3.1,251084,
2150,707.547043,691577,4.1,235370,
2151,709.563098,3056026,21.9,235571,
2152,710.566414,1212269,8,253723,
2153,723.578616,1954265,13.6,221888,
2154,724.581925,829131,5.1,169395,
2155,737.594474,2213957,15.5,198799,
2156,738.572709,548712,3,272601,
2157,738.59802,958825,6.1,222360,
2158,741.120109,555862,3.1,246745,
2159,746.633417,559137,3.1,283088,
2160,751.610428,599718,3.4,292209,
2161,765.625439,890154,5.5,189183,
2162,779.706875,563806,3.1,239199,
2163,785.179929,591139,3.3,176451,
2164,798.696012,558629,3,194582,
2165,810.799413,618879,3.5,205048,
2166,812.753837,595977,3.3,205782,
2167,832.648453,570447,3.1,199326,
2168,837.491679,692299,4,210209,
2169,837.518597,555849,3,182040,
2170,837.545132,742471,4.4,120635,
2171,837.55374,711494,4.2,275203,
2172,837.593894,684611,4,206534,
2173,858.021397,553388,3,194541,
2174,861.551361,560095,3.1,175555,
2175,888.662839,572290,3.2,170125,
2176,912.712588,557215,3,210905,
2177,914.636763,578039,3.2,214737,
2178,921.222171,596813,3.3,181507,
2179,937.865412,563804,3,185810,
2180,1016.423485,578616,3.1,132622,
2181,1031.31002,678580,3.8,162939,
2182,1045.914046,600717,3.2,166262,
2183,1046.797423,598426,3.2,102064,
2184,1046.848053,903067,5.4,81246,
2185,1046.868163,619931,3.3,191096,
2186,1046.890396,756635,4.3,182623,
2187,1046.915801,1077916,6.6,122075,
2188,1046.959935,649756,3.6,68315,
2189,1047.062291,578462,3,101441,
2190,1090.671647,577295,3,132973,
2191,1090.914934,1079957,6.6,180841,
2192,1136.46694,2832756,19,162541,
2193,1157.995024,626724,3.4,173593,
2194,1177.348951,597395,3.2,199658,